date,open,high,low,close,volume,adj_close,adj_open,adj_high,adj_low,open_change,open_change_perc,close_change,close_change_perc,high_change,high_change_perc,low_change,low_change_perc,high_above_5_perc,high_above_10_perc,low_below_5_perc,low_below_10_perc,days_to_drop_to_prev_close,days_to_rise_to_prev_close
12/05/2011,38.95,41.17,38.91,40.69,1089700,651.04,623.20,658.72,622.56,-29.44,-0.03,-1.60,0.00,6.08,0.01,-30.08,-0.03,,,,,0,0
12/02/2011,39.71,40.87,39.00,40.79,1074500,652.64,635.36,653.92,624.00,-17.76,-0.01,-0.48,0.00,0.80,0.00,-29.12,-0.04,,,,,0,0
12/01/2011,41.97,42.12,40.54,40.82,896600,653.12,671.52,673.92,648.64,2.56,0.00,-15.84,-0.02,4.96,0.01,-20.32,-0.03,,,,,0,0
11/30/2011,42.85,43.19,41.64,41.81,977400,668.96,685.60,691.04,666.24,-48.48,-0.05,-65.12,-0.07,-43.04,-0.04,-67.84,-0.09,,,1,,0,285
11/29/2011,46.37,46.97,45.43,45.88,1059900,734.08,741.92,751.52,726.88,-7.20,0.01,-15.04,-0.02,2.40,0.00,-22.24,-0.01,,,,,0,0
11/28/2011,45.87,47.33,45.44,46.82,1012000,749.12,733.92,757.28,727.04,-53.28,-0.05,-38.08,-0.03,-29.92,-0.02,-60.16,-0.06,,,1,,0,287
11/25/2011,48.73,49.35,47.70,49.20,624300,787.20,779.68,789.60,763.20,2.08,0.00,9.60,0.01,12.00,0.02,-14.40,0.00,,,,,0,0
11/23/2011,47.53,48.64,47.22,48.60,1325400,777.60,760.48,778.24,755.52,17.76,0.02,34.88,0.05,35.52,0.05,12.80,0.02,1,,,,2,0
11/22/2011,47.78,48.21,46.34,46.42,1507200,742.72,764.48,771.36,741.44,3.84,0.00,-17.92,-0.02,10.72,0.01,-19.20,-0.01,,,,,0,0
11/21/2011,49.28,49.51,47.11,47.54,1688900,760.64,788.48,792.16,753.76,38.24,0.05,10.40,0.01,41.92,0.06,3.52,0.00,1,,,,1,0
11/18/2011,47.16,48.50,46.82,46.89,1569800,750.24,754.56,776.00,749.12,-20.48,-0.01,-24.80,-0.03,0.96,0.00,-25.92,-0.03,,,,,0,0
11/17/2011,46.63,49.43,46.15,48.44,2252800,775.04,746.08,790.88,738.40,5.44,0.01,34.40,0.05,50.24,0.07,-2.24,0.00,1,,,,0,0
11/16/2011,45.53,46.62,43.85,46.29,1646400,740.64,728.48,745.92,701.60,22.40,0.03,34.56,0.05,39.84,0.06,-4.48,0.01,1,,,,0,0
11/15/2011,45.44,45.82,43.66,44.13,1462700,706.08,727.04,733.12,698.56,13.12,0.02,-7.84,-0.01,19.20,0.03,-15.36,-0.02,,,,,0,0
11/14/2011,44.17,45.42,44.06,44.62,1154100,713.92,706.72,726.72,704.96,10.08,0.01,17.28,0.02,30.08,0.04,8.32,0.01,,,,,11,0
11/11/2011,43.74,43.88,42.96,43.54,993700,696.64,699.84,702.08,687.36,-27.84,-0.02,-31.04,-0.04,-25.60,-0.02,-40.32,-0.04,,,,,0,2
11/10/2011,45.60,48.19,45.27,45.48,1927500,727.68,729.60,771.04,724.32,-46.72,-0.06,-48.64,-0.06,-5.28,0.01,-52.00,-0.05,,,1,,0,5
11/09/2011,43.92,48.80,43.44,48.52,2189100,776.32,702.72,780.80,695.04,49.60,0.08,123.20,0.19,127.68,0.20,41.92,0.06,1,1,,,15,0
11/08/2011,42.24,43.50,40.75,40.82,1347900,653.12,675.84,696.00,652.00,-9.28,-0.01,-32.00,-0.03,10.88,0.02,-33.12,-0.03,,,,,0,0
11/07/2011,43.41,44.59,42.75,42.82,1112400,685.12,694.56,713.44,684.00,2.56,0.00,-6.88,0.01,21.44,0.03,-8.00,-0.01,,,,,0,0
11/04/2011,43.44,44.80,42.47,43.25,1199300,692.00,695.04,716.80,679.52,18.08,0.03,15.04,0.02,39.84,0.06,2.56,0.00,1,,,,2,0
11/03/2011,43.26,46.00,42.19,42.31,1531300,676.96,692.16,736.00,675.04,-19.84,-0.01,-35.04,-0.03,24.00,0.03,-36.96,-0.05,,,1,,0,0
11/02/2011,44.30,46.08,44.02,44.50,1478900,712.00,708.80,737.28,704.32,-25.92,-0.02,-22.72,-0.03,2.56,0.00,-30.40,-0.04,,,,,0,0
11/01/2011,46.16,47.24,44.26,45.92,2799400,734.72,738.56,755.84,708.16,96.80,0.15,92.96,0.14,114.08,0.18,66.40,0.10,1,1,,,22,0
10/31/2011,37.86,40.11,37.55,40.11,1214600,641.76,605.76,641.76,600.80,25.60,0.04,61.60,0.11,61.60,0.11,20.64,0.04,1,1,,,35,0
10/28/2011,37.22,37.54,35.94,36.26,669000,580.16,595.52,600.64,575.04,12.32,0.02,-3.04,0.01,17.44,0.03,-8.16,-0.01,,,,,0,0
10/27/2011,37.73,38.72,36.09,36.45,1168700,583.20,603.68,619.52,577.44,-68.80,-0.10,-89.28,-0.13,-52.96,-0.06,-95.04,-0.14,,,1,1,0,3
10/26/2011,42.16,45.30,41.83,42.03,1418400,672.48,674.56,724.80,669.28,-26.24,-0.02,-28.32,-0.04,24.00,0.03,-31.52,-0.04,,,,,0,0
10/25/2011,41.62,44.17,41.59,43.80,1528800,700.80,665.92,706.72,665.44,7.20,0.01,42.08,0.06,48.00,0.07,6.72,0.01,1,,,,2,0
10/24/2011,43.32,43.32,41.00,41.17,1018600,658.72,693.12,693.12,656.00,-7.52,-0.01,-41.92,-0.04,-7.52,-0.01,-44.64,-0.06,,,1,,0,1
10/21/2011,44.57,45.35,43.70,43.79,1178900,700.64,713.12,725.60,699.20,-28.00,-0.02,-40.48,-0.05,-15.52,-0.02,-41.92,-0.04,,,,,0,7
10/20/2011,46.25,48.25,45.68,46.32,1956100,741.12,740.00,772.00,730.88,6.08,0.01,7.20,0.01,38.08,0.05,-3.04,0.00,1,,,,0,0
10/19/2011,42.73,46.73,42.30,45.87,1407300,733.92,683.68,747.68,676.80,-4.32,0.01,45.92,0.07,59.68,0.09,-11.20,0.00,1,,,,0,0
10/18/2011,44.70,46.32,41.45,43.00,1986100,688.00,715.20,741.12,663.20,0.64,0.00,-26.56,-0.02,26.56,0.04,-51.36,-0.07,,,1,,0,0
10/17/2011,40.63,44.91,40.57,44.66,1588200,714.56,650.08,718.56,649.12,2.72,0.00,67.20,0.10,71.20,0.11,1.76,0.00,1,1,,,8,0
10/14/2011,41.13,42.11,40.32,40.46,1132200,647.36,658.08,673.76,645.12,-28.00,-0.04,-38.72,-0.04,-12.32,0.00,-40.96,-0.04,,,,,0,1
10/13/2011,43.40,44.76,42.79,42.88,1329200,686.08,694.40,716.16,684.64,6.88,0.01,-1.44,0.00,28.64,0.04,-2.88,0.00,,,,,0,0
10/12/2011,44.49,44.66,42.16,42.97,1602200,687.52,711.84,714.56,674.56,-24.80,-0.03,-49.12,-0.05,-22.08,-0.01,-62.08,-0.08,,,1,,0,4
10/11/2011,47.20,47.26,45.77,46.04,1067500,736.64,755.20,756.16,732.32,9.44,0.01,-9.12,-0.01,10.40,0.01,-13.44,0.00,,,,,0,0
10/10/2011,48.25,48.33,46.60,46.61,1007600,745.76,772.00,773.28,745.60,-31.52,-0.02,-57.76,-0.07,-30.24,-0.02,-57.92,-0.07,,,1,,0,321
10/07/2011,48.48,51.19,48.44,50.22,2037400,803.52,775.68,819.04,775.04,-14.40,0.00,13.44,0.02,28.96,0.04,-15.04,0.00,,,,,0,0
10/06/2011,50.42,51.40,49.36,49.38,1392000,790.08,806.72,822.40,789.76,2.56,0.00,-14.08,0.00,18.24,0.02,-14.40,0.00,,,,,0,0
10/05/2011,52.16,53.13,50.07,50.26,1907000,804.16,834.56,850.08,801.12,-11.04,-0.01,-41.44,-0.03,4.48,0.01,-44.48,-0.05,,,1,,0,0
10/04/2011,58.26,59.18,52.52,52.85,3031200,845.60,932.16,946.88,840.32,22.72,0.02,-63.84,-0.07,37.44,0.04,-69.12,-0.06,,,1,,0,0
10/03/2011,54.51,56.97,53.14,56.84,2663000,909.44,872.16,911.52,850.24,18.24,0.02,55.52,0.06,57.60,0.07,-3.68,0.00,1,,,,0,0
09/30/2011,51.77,53.59,50.79,53.37,2024800,853.92,828.32,857.44,812.64,30.56,0.04,56.16,0.07,59.68,0.07,14.88,0.02,1,,,,4,0
09/29/2011,49.07,52.25,48.50,49.86,2009200,797.76,785.12,836.00,776.00,-26.56,-0.03,-13.92,0.00,24.32,0.03,-35.68,-0.04,,,,,0,0
09/28/2011,47.17,50.81,46.65,50.73,1781900,811.68,754.72,812.96,746.40,-7.52,0.01,49.44,0.06,50.72,0.07,-15.84,-0.02,1,,,,0,0
09/27/2011,46.46,48.13,45.55,47.64,1807700,762.24,743.36,770.08,728.80,-34.24,-0.04,-15.36,0.00,-7.52,0.01,-48.80,-0.06,,,1,,0,1
09/26/2011,49.43,51.30,48.47,48.60,2107600,777.60,790.88,820.80,775.52,-14.56,0.00,-27.84,-0.03,15.36,0.02,-29.92,-0.02,,,,,0,0
09/23/2011,50.22,51.12,49.20,50.34,2245500,805.44,803.52,817.92,787.20,6.08,0.01,8.00,0.01,20.48,0.03,-10.24,-0.01,,,,,0,0
09/22/2011,49.13,51.36,47.83,49.84,3915000,797.44,786.08,821.76,765.28,62.72,0.09,74.08,0.10,98.40,0.14,41.92,0.06,1,1,,,14,0
09/21/2011,42.67,45.24,42.12,45.21,1852300,723.36,682.72,723.84,673.92,-3.36,0.00,37.28,0.05,37.76,0.05,-12.16,0.00,1,,,,0,0
09/20/2011,42.55,43.09,41.38,42.88,1993100,686.08,680.80,689.44,662.08,-6.24,0.01,-0.96,0.00,2.40,0.00,-24.96,-0.02,,,,,0,0
09/19/2011,43.49,44.33,42.44,42.94,2007000,687.04,695.84,709.28,679.04,31.04,0.05,22.24,0.03,44.48,0.07,14.24,0.02,1,,,,1,0
09/16/2011,42.06,43.03,41.35,41.55,1838900,664.80,672.96,688.48,661.60,-5.12,0.01,-13.28,0.00,10.40,0.02,-16.48,-0.02,,,,,0,0
09/15/2011,43.59,44.04,42.34,42.38,1709900,678.08,697.44,704.64,677.44,-16.16,-0.02,-35.52,-0.03,-8.96,-0.01,-36.16,-0.05,,,1,,0,4
09/14/2011,45.25,46.96,43.59,44.60,2350100,713.60,724.00,751.36,697.44,-9.60,-0.01,-20.00,-0.01,17.76,0.02,-36.16,-0.03,,,,,0,0
09/13/2011,45.95,47.29,45.65,45.85,2523600,733.60,735.20,756.64,730.40,-4.80,0.01,-6.40,0.01,16.64,0.02,-9.60,-0.01,,,,,0,0
09/12/2011,47.96,49.15,46.03,46.25,2932600,740.00,767.36,786.40,736.48,34.08,0.05,6.72,0.01,53.12,0.07,3.20,0.00,1,,,,1,0
09/09/2011,43.12,46.38,42.84,45.83,3017000,733.28,689.92,742.08,685.44,20.16,0.03,63.52,0.09,72.32,0.11,15.68,0.02,1,1,,,5,0
09/08/2011,41.78,42.14,40.45,41.86,1921900,669.76,668.48,674.24,647.20,9.44,0.01,10.72,0.02,15.20,0.02,-11.84,0.00,,,,,0,0
09/07/2011,41.43,41.92,41.02,41.19,1406600,659.04,662.88,670.72,656.32,-20.64,-0.03,-24.48,-0.02,-12.80,0.00,-27.20,-0.02,,,,,0,2
09/06/2011,45.30,45.33,42.61,42.72,2530000,683.52,724.80,725.28,681.76,61.12,0.09,19.84,0.03,61.60,0.09,18.08,0.03,1,,,,1,0
09/02/2011,41.40,41.90,40.81,41.48,2162600,663.68,662.40,670.40,652.96,30.56,0.05,31.84,0.05,38.56,0.06,21.12,0.03,1,,,,38,0
09/01/2011,38.89,39.53,37.84,39.49,2235700,631.84,622.24,632.48,605.44,-1.12,0.00,8.48,0.01,9.12,0.01,-17.92,-0.01,,,,,0,0
08/31/2011,38.50,39.44,37.78,38.96,2376800,623.36,616.00,631.04,604.48,-6.40,-0.01,0.96,0.00,8.64,0.01,-17.92,-0.01,,,,,0,0
08/30/2011,39.18,39.97,38.38,38.90,2081500,622.40,626.88,639.52,614.08,10.88,0.02,6.40,0.01,23.52,0.04,-1.92,0.00,,,,,0,0
08/29/2011,39.49,39.68,38.48,38.50,1654100,616.00,631.84,634.88,615.68,-25.28,-0.02,-41.12,-0.06,-22.24,-0.03,-41.44,-0.06,,,1,,0,4
08/26/2011,43.25,44.10,40.32,41.07,3723100,657.12,692.00,705.60,645.12,24.32,0.04,-10.56,0.00,37.92,0.06,-22.56,-0.03,1,,,,0,0
08/25/2011,39.78,42.74,39.25,41.73,3040200,667.68,636.48,683.84,628.00,-17.92,-0.01,13.28,0.02,29.44,0.04,-26.40,-0.04,,,,,0,0
08/24/2011,41.73,42.15,39.64,40.90,2701700,654.40,667.68,674.40,634.24,-0.64,0.00,-13.92,-0.02,6.08,0.01,-34.08,-0.05,,,1,,0,0
08/23/2011,43.73,44.74,41.52,41.77,3682400,668.32,699.68,715.84,664.32,-2.08,0.00,-33.44,-0.03,14.08,0.02,-37.44,-0.05,,,1,,0,0
08/22/2011,40.13,44.43,38.85,43.86,3684500,701.76,642.08,710.88,621.60,-38.72,-0.04,20.96,0.03,30.08,0.04,-59.20,-0.07,,,1,,0,0
08/19/2011,43.03,43.11,39.92,42.55,4636500,680.80,688.48,689.76,638.72,40.96,0.06,33.28,0.05,42.24,0.07,-8.80,-0.01,1,,,,0,0
08/18/2011,36.66,41.37,36.55,40.47,6387800,647.52,586.56,661.92,584.80,50.08,0.09,111.04,0.21,125.44,0.23,48.32,0.09,1,1,,,88,0
08/17/2011,32.39,33.90,32.09,33.53,2624700,536.48,518.24,542.40,513.44,-7.68,-0.01,10.56,0.02,16.48,0.03,-12.48,-0.02,,,,,0,0
08/16/2011,32.92,34.00,32.28,32.87,3498300,525.92,526.72,544.00,516.48,11.84,0.02,11.04,0.02,29.12,0.06,1.60,0.00,1,,,,1,0
08/15/2011,33.05,33.55,32.12,32.18,2712700,514.88,528.80,536.80,513.92,-17.28,-0.03,-31.20,-0.04,-9.28,0.00,-32.16,-0.04,,,,,0,3
08/12/2011,32.67,34.23,32.22,34.13,3592400,546.08,522.72,547.68,515.52,-17.76,-0.03,5.60,0.01,7.20,0.01,-24.96,-0.03,,,,,0,0
08/11/2011,34.58,35.53,32.86,33.78,5224000,540.48,553.28,568.48,525.76,-9.44,0.00,-22.24,-0.02,5.76,0.01,-36.96,-0.05,,,1,,0,0
08/10/2011,32.67,35.44,32.28,35.17,3178600,562.72,522.72,567.04,516.48,22.56,0.05,62.56,0.12,66.88,0.13,16.32,0.03,1,1,,,104,0
08/09/2011,33.45,36.08,31.24,31.26,7612000,500.16,535.20,577.28,499.84,-21.28,-0.02,-56.32,-0.10,20.80,0.04,-56.64,-0.10,,,1,1,0,0
08/08/2011,33.08,35.63,31.89,34.78,8937600,556.48,529.28,570.08,510.24,44.32,0.09,71.52,0.15,85.12,0.18,25.28,0.05,1,1,,,107,0
08/05/2011,27.66,33.25,27.20,30.31,7494900,484.96,442.56,532.00,435.20,-19.68,-0.04,22.72,0.05,69.76,0.15,-27.04,-0.04,1,1,,,0,0
08/04/2011,25.04,28.90,24.86,28.89,5958800,462.24,400.64,462.40,397.76,15.36,0.04,76.96,0.20,77.12,0.20,12.48,0.03,1,1,,,126,0
08/03/2011,24.06,25.20,23.66,24.08,3517600,385.28,384.96,403.20,378.56,1.44,0.00,1.76,0.00,19.68,0.05,-4.96,-0.01,1,,,,0,0
08/02/2011,23.16,23.99,22.60,23.97,2708800,383.52,370.56,383.84,361.60,12.00,0.03,24.96,0.07,25.28,0.07,3.04,0.01,1,,,,153,0
08/01/2011,22.16,23.93,22.05,22.41,2933800,358.56,354.56,382.88,352.80,-20.00,-0.05,-16.00,-0.04,8.32,0.02,-21.76,-0.04,,,,,0,0
07/29/2011,24.62,24.98,23.28,23.41,3135200,374.56,393.92,399.68,372.48,12.48,0.03,-6.88,0.00,18.24,0.05,-8.96,-0.02,1,,,,0,0
07/28/2011,23.44,24.02,22.64,23.84,2308200,381.44,375.04,384.32,362.24,2.24,0.01,8.64,0.02,11.52,0.03,-10.56,-0.01,,,,,0,0
07/27/2011,22.41,23.44,22.39,23.30,2720700,372.80,358.56,375.04,358.24,6.56,0.02,20.80,0.06,23.04,0.07,6.24,0.02,1,,,,158,0
07/26/2011,21.62,22.17,21.53,22.00,1498700,352.00,345.92,354.72,344.48,1.60,0.00,7.68,0.02,10.40,0.03,0.16,0.00,,,,,159,0
07/25/2011,21.40,21.59,21.06,21.52,1298700,344.32,342.40,345.44,336.96,10.72,0.03,12.64,0.04,13.76,0.04,5.28,0.02,,,,,164,0
07/22/2011,20.70,21.09,20.54,20.73,1289900,331.68,331.20,337.44,328.64,-2.88,0.01,-2.40,0.01,3.36,0.01,-5.44,0.00,,,,,0,0
07/21/2011,21.46,21.61,20.83,20.88,1938300,334.08,343.36,345.76,333.28,-9.28,-0.01,-18.56,-0.05,-6.88,0.00,-19.36,-0.05,,,1,,0,3
07/20/2011,22.07,22.52,21.95,22.04,1348900,352.64,353.12,360.32,351.20,-7.20,0.00,-7.68,-0.02,0.00,0.00,-9.12,-0.01,,,,,0,0
07/19/2011,23.16,23.22,22.41,22.52,1695700,360.32,370.56,371.52,358.56,-7.68,-0.02,-17.92,-0.03,-6.72,0.00,-19.68,-0.05,,,1,,0,7
07/18/2011,23.63,24.12,23.55,23.64,2243300,378.24,378.08,385.92,376.80,7.52,0.02,7.68,0.02,15.36,0.04,6.24,0.02,,,,,1,0
07/15/2011,23.13,23.99,22.82,23.16,2301500,370.56,370.08,383.84,365.12,-4.00,-0.01,-3.52,0.01,9.76,0.03,-8.96,-0.02,,,,,0,0
07/14/2011,22.30,23.96,22.29,23.38,3186000,374.08,356.80,383.36,356.64,-4.32,-0.01,12.96,0.04,22.24,0.06,-4.48,-0.01,1,,,,0,0
07/13/2011,22.10,22.83,21.47,22.57,2006300,361.12,353.60,365.28,343.52,-7.52,-0.02,0.00,0.00,4.16,0.01,-17.60,-0.03,,,,,0,0
07/12/2011,22.49,22.60,21.56,22.57,2253800,361.12,359.84,361.60,344.96,7.52,0.02,8.80,0.02,9.28,0.03,-7.36,-0.02,,,,,0,0
07/11/2011,21.36,22.12,21.09,22.02,2292100,352.32,341.76,353.92,337.44,16.16,0.05,26.72,0.08,28.32,0.09,11.84,0.04,1,,,,174,0
07/08/2011,20.85,20.86,20.33,20.35,1679500,325.60,333.60,333.76,325.28,11.84,0.04,3.84,0.01,12.00,0.04,3.52,0.01,,,,,175,0
07/07/2011,19.97,20.16,19.88,20.11,1165300,321.76,319.52,322.56,318.08,-11.36,-0.03,-9.12,-0.01,-8.32,-0.01,-12.80,-0.02,,,,,0,1
07/06/2011,20.61,21.01,20.42,20.68,1375200,330.88,329.76,336.16,326.72,4.00,0.01,5.12,0.02,10.40,0.03,0.96,0.00,,,,,1,0
07/05/2011,20.24,20.50,20.08,20.36,1200000,325.76,323.84,328.00,321.28,-0.80,0.00,1.12,0.00,3.36,0.01,-3.36,-0.01,,,,,0,0
07/01/2011,20.98,21.08,20.14,20.29,1700700,324.64,335.68,337.28,322.24,-2.56,0.01,-13.60,-0.04,-0.96,0.00,-16.00,-0.03,,,,,0,5
06/30/2011,21.61,21.67,20.90,21.14,1899500,338.24,345.76,346.72,334.40,-6.72,0.00,-14.24,-0.04,-5.76,0.00,-18.08,-0.05,,,1,,0,6
06/29/2011,22.58,22.80,21.99,22.03,2136600,352.48,361.28,364.80,351.84,-9.76,-0.01,-18.56,-0.05,-6.24,0.00,-19.20,-0.05,,,1,,0,10
06/28/2011,23.83,24.02,23.15,23.19,1339400,371.04,381.28,384.32,370.40,-5.44,-0.01,-15.68,-0.04,-2.40,0.01,-16.32,-0.04,,,,,0,22
06/27/2011,24.56,24.89,24.00,24.17,1447000,386.72,392.96,398.24,384.00,0.48,0.00,-5.76,-0.01,5.76,0.01,-8.48,-0.02,,,,,0,0
06/24/2011,23.37,24.64,23.23,24.53,1823700,392.48,373.92,394.24,371.68,-2.88,0.01,15.68,0.04,17.44,0.05,-5.12,-0.01,1,,,,0,0
06/23/2011,24.89,25.21,23.51,23.55,2928000,376.80,398.24,403.36,376.16,21.44,0.06,0.00,0.00,26.56,0.07,-0.64,0.00,1,,,,0,0
06/22/2011,23.09,23.62,22.61,23.55,1762500,376.80,369.44,377.92,361.76,-3.68,0.01,3.68,0.01,4.80,0.01,-11.36,-0.03,,,,,0,0
06/21/2011,23.41,23.56,22.75,23.32,1933900,373.12,374.56,376.96,364.00,-11.36,-0.01,-12.80,-0.03,-8.96,-0.02,-21.92,-0.04,,,,,0,2
06/20/2011,25.45,25.60,24.08,24.12,1754100,385.92,407.20,409.60,385.28,3.36,0.01,-17.92,-0.04,5.76,0.01,-18.56,-0.03,,,,,0,0
06/17/2011,24.92,25.88,24.64,25.24,2454500,403.84,398.72,414.08,394.24,-13.12,-0.03,-8.00,0.00,2.24,0.01,-17.60,-0.04,,,,,0,0
06/16/2011,24.90,26.89,24.50,25.74,3761300,411.84,398.40,430.24,392.00,7.52,0.02,20.96,0.05,39.36,0.10,1.12,0.00,1,1,,,2,0
06/15/2011,23.33,24.54,23.15,24.43,3153300,390.88,373.28,392.64,370.40,12.96,0.04,30.56,0.08,32.32,0.09,10.08,0.03,1,,,,10,0
06/14/2011,22.61,22.63,22.25,22.52,1246200,360.32,361.76,362.08,356.00,-10.08,-0.01,-11.52,-0.03,-9.76,-0.01,-15.84,-0.04,,,,,0,1
06/13/2011,22.79,23.73,22.52,23.24,1725500,371.84,364.64,379.68,360.32,-1.12,0.00,6.08,0.02,13.92,0.04,-5.44,-0.01,,,,,0,0
06/10/2011,22.23,23.11,22.15,22.86,2200600,365.76,355.68,369.76,354.40,1.92,0.01,12.00,0.03,16.00,0.05,0.64,0.00,1,,,,13,0
06/09/2011,22.48,22.55,21.93,22.11,1036300,353.76,359.68,360.80,350.88,-5.60,0.00,-11.52,-0.03,-4.48,-0.01,-14.40,-0.02,,,,,0,1
06/08/2011,22.50,22.94,22.24,22.83,1723300,365.28,360.00,367.04,355.84,0.32,0.00,5.60,0.02,7.36,0.02,-3.84,-0.01,,,,,0,0
06/07/2011,22.31,22.49,21.90,22.48,1383600,359.68,356.96,359.84,350.40,-7.04,0.00,-4.32,-0.01,-4.16,-0.01,-13.60,-0.02,,,,,0,1
06/06/2011,22.35,23.02,22.07,22.75,1480500,364.00,357.60,368.32,353.12,-0.32,0.00,6.08,0.02,10.40,0.03,-4.80,-0.01,,,,,0,0
06/03/2011,23.31,23.32,22.08,22.37,1723500,357.92,372.96,373.12,353.28,15.36,0.04,0.32,0.00,15.52,0.04,-4.32,-0.01,,,,,0,0
06/02/2011,22.28,23.07,22.10,22.35,1828300,357.60,356.48,369.12,353.60,-5.60,0.00,-4.48,-0.01,7.04,0.02,-8.48,-0.02,,,,,0,0
06/01/2011,21.45,22.66,21.35,22.63,1957600,362.08,343.20,362.56,341.60,2.56,0.01,21.44,0.06,21.92,0.06,0.96,0.00,1,,,,21,0
05/31/2011,21.15,21.56,21.10,21.29,1102000,340.64,338.40,344.96,337.60,-12.64,-0.02,-10.40,-0.01,-6.08,0.00,-13.44,-0.02,,,,,0,1
05/27/2011,21.99,22.05,21.61,21.94,1030900,351.04,351.84,352.80,345.76,-4.80,-0.01,-5.60,0.00,-3.84,-0.01,-10.88,-0.03,,,,,0,2
05/26/2011,22.89,23.06,22.25,22.29,1281800,356.64,366.24,368.96,356.00,1.44,0.00,-8.16,-0.02,4.16,0.01,-8.80,-0.02,,,,,0,0
05/25/2011,23.47,23.51,22.58,22.80,1068900,364.80,375.52,376.16,361.28,0.00,0.00,-10.72,-0.01,0.64,0.00,-14.24,-0.02,,,,,0,0
05/24/2011,23.26,23.49,22.96,23.47,1081000,375.52,372.16,375.84,367.36,-4.00,-0.01,-0.64,0.00,-0.32,0.00,-8.80,-0.02,,,,,0,1
05/23/2011,23.90,24.04,23.20,23.51,1625100,376.16,382.40,384.64,371.20,18.24,0.05,12.00,0.03,20.48,0.06,7.04,0.02,1,,,,2,0
05/20/2011,22.55,23.24,22.22,22.76,1953000,364.16,360.80,371.84,355.52,0.16,0.00,3.52,0.01,11.20,0.03,-5.12,-0.01,,,,,0,0
05/19/2011,22.74,23.06,22.46,22.54,1418600,360.64,363.84,368.96,359.36,-4.96,-0.01,-8.16,-0.02,0.16,0.00,-9.44,-0.01,,,,,0,0
05/18/2011,23.60,23.88,22.92,23.05,1203800,368.80,377.60,382.08,366.72,-1.44,0.00,-10.24,-0.01,3.04,0.01,-12.32,-0.03,,,,,0,0
05/17/2011,24.44,24.78,23.61,23.69,1675200,379.04,391.04,396.48,377.76,4.32,0.01,-7.68,0.00,9.76,0.03,-8.96,-0.02,,,,,0,0
05/16/2011,23.86,24.17,23.14,24.17,1483900,386.72,381.76,386.72,370.24,3.68,0.01,8.64,0.02,8.64,0.02,-7.84,-0.02,,,,,0,0
05/13/2011,23.17,24.00,23.14,23.63,1319300,378.08,370.72,384.00,370.24,-2.56,0.01,4.80,0.01,10.72,0.03,-3.04,0.01,,,,,0,0
05/12/2011,23.98,24.32,23.10,23.33,1268700,373.28,383.68,389.12,369.60,6.72,0.02,-3.68,0.01,12.16,0.03,-7.36,0.00,,,,,0,0
05/11/2011,23.18,24.27,23.17,23.56,1358700,376.96,370.88,388.32,370.72,0.32,0.00,6.40,0.02,17.76,0.05,0.16,0.00,1,,,,1,0
05/10/2011,23.74,23.91,23.05,23.16,1141900,370.56,379.84,382.56,368.80,-4.00,-0.01,-13.28,-0.03,-1.28,0.00,-15.04,-0.02,,,,,0,1
05/09/2011,24.87,24.92,23.91,23.99,1028800,383.84,397.92,398.72,382.56,0.48,0.00,-13.60,-0.03,1.28,0.00,-14.88,-0.02,,,,,0,0
05/06/2011,24.19,25.58,23.75,24.84,1924500,397.44,387.04,409.28,380.00,-18.56,-0.03,-8.16,-0.02,3.68,0.01,-25.60,-0.06,,,1,,0,0
05/05/2011,25.50,25.60,24.36,25.35,2184200,405.60,408.00,409.60,389.76,13.60,0.03,11.20,0.03,15.20,0.04,-4.64,-0.01,,,,,0,0
05/04/2011,24.42,25.48,24.35,24.65,1822100,394.40,390.72,407.68,389.60,0.80,0.00,4.48,0.01,17.76,0.05,-0.32,0.00,1,,,,0,0
05/03/2011,23.95,24.95,23.95,24.37,1332700,389.92,383.20,399.20,383.20,1.12,0.00,7.84,0.02,17.12,0.04,1.12,0.00,,,,,3,0
05/02/2011,22.95,24.08,22.95,23.88,1140200,382.08,367.20,385.28,367.20,-3.36,0.01,11.52,0.03,14.72,0.04,-3.36,0.01,,,,,0,0
04/29/2011,23.15,23.39,23.11,23.16,773400,370.56,370.40,374.24,369.76,0.00,0.00,0.16,0.00,3.84,0.01,-0.64,0.00,,,,,0,0
04/28/2011,23.72,23.74,23.02,23.15,881400,370.40,379.52,379.84,368.32,4.64,0.01,-4.48,-0.01,4.96,0.01,-6.56,0.00,,,,,0,0
04/27/2011,23.81,24.75,23.41,23.43,1513800,374.88,380.96,396.00,374.56,0.48,0.00,-5.60,-0.01,15.52,0.04,-5.92,0.00,,,,,0,0
04/26/2011,24.02,24.18,23.45,23.78,1180700,380.48,384.32,386.88,375.20,-4.64,-0.01,-8.48,-0.02,-2.08,0.01,-13.76,-0.02,,,,,0,1
04/25/2011,24.76,24.96,24.25,24.31,701800,388.96,396.16,399.36,388.00,-1.92,0.00,-9.12,-0.02,1.28,0.00,-10.08,-0.01,,,,,0,0
04/21/2011,25.13,25.57,24.86,24.88,957700,398.08,402.08,409.12,397.76,-8.32,-0.02,-12.32,-0.03,-1.28,0.00,-12.64,-0.03,,,,,0,38
04/20/2011,25.74,25.85,25.44,25.65,1094600,410.40,411.84,413.60,407.04,-16.48,-0.02,-17.92,-0.04,-14.72,-0.03,-21.28,-0.03,,,,,0,39
